date	location	cases
2021-11-12	King County	561
2021-11-13	King County	0
2021-11-14	King County	0
2021-11-15	King County	835
2021-11-16	King County	204
2021-11-17	King County	440
2021-11-18	King County	359
2021-11-19	King County	287
2021-11-20	King County	0
2021-11-21	King County	0
2021-11-22	King County	708
2021-11-23	King County	120
2021-11-24	King County	172
2021-11-25	King County	0
2021-11-26	King County	0
2021-11-27	King County	0
2021-11-28	King County	0
2021-11-29	King County	1051
2021-11-30	King County	70
2021-12-01	King County	818
2021-12-02	King County	210
2021-12-03	King County	392
2021-12-04	King County	0
2021-12-05	King County	0
2021-12-06	King County	610
2021-12-07	King County	388
2021-12-08	King County	123
2021-12-09	King County	649
2021-12-10	King County	130
2021-12-11	King County	0
2021-12-12	King County	0
2021-12-13	King County	991
2021-12-14	King County	175
2021-12-15	King County	450
2021-12-16	King County	637
2021-12-17	King County	693
2021-12-18	King County	0
2021-12-19	King County	0
2021-12-20	King County	2174
2021-12-21	King County	850
2021-12-22	King County	617
2021-12-23	King County	2879